title,links,first_paragraph
A North Dakota candidate who died of Covid-19 remains on the ballot.,https://www.nytimes.com/2020/10/07/us/politics/a-north-dakota-candidate-who-died-of-covid-19-remains-on-the-ballot.html?searchResultPosition=879,North Dakota’s top election official said on Wednesday that it was too late to remove from the ballot the name of a candidate for State Legislature who died Monday from Covid-19.
British Dorms on Lockdown After Coronavirus Outbreaks,https://www.nytimes.com/2020/10/07/us/british-dorms-on-lockdown-after-coronavirus-outbreaks.html?searchResultPosition=880,"This is the Coronavirus Schools Briefing, a guide to the seismic changes in U.S. education that are taking place during the pandemic. Sign up here to get this newsletter in your inbox."
How Will Pence Fare vs. Harris? 5 Moments From 2016 Offer Clues,https://www.nytimes.com/2020/10/07/us/politics/tim-kaine-mike-pence-debate.html?searchResultPosition=881,"This is not Mike Pence’s first vice-presidential campaign debate. In 2016, he faced Senator Tim Kaine of Virginia, Hillary Clinton’s running mate. It was a vigorous and contentious 90 minutes, and it gives a hint of what Mr. Pence might be like on Wednesday night when he debates Senator Kamala Harris, the Democratic vice-presidential candidate."
"Biden says if Trump ‘still has Covid, we shouldn’t have a debate.’",https://www.nytimes.com/2020/10/07/us/politics/biden-says-if-trump-still-has-covid-we-shouldnt-have-a-debate.html?searchResultPosition=882,"Joseph R. Biden Jr. said on Tuesday night that there should not be a presidential debate next week in Miami if President Trump “still has Covid,” just hours after Mr. Trump said he intended to participate in the event."
"What Are the Rules for Tonight’s Debate? (Plexiglass Is Allowed, for One)",https://www.nytimes.com/2020/10/07/us/politics/vice-presidential-debate-rules.html?searchResultPosition=883,[Follow our live vice presidential debate updates between Harris and Pence.]
What Polling Tells Us Ahead of the Vice-Presidential Debate,https://www.nytimes.com/2020/10/07/us/politics/presidential-polls-harris-pence.html?searchResultPosition=884,[Follow our live vice presidential debate updates between Harris and Pence.]
A Dose of Vaccine Reality,https://www.nytimes.com/2020/10/07/us/politics/fda-vaccine-coronavirus-white-house.html?searchResultPosition=885,"House Democrats make a play to undo big tech “monopolies,” while a new report shows just how little Jeff Sessions hesitated over separating young children from their parents. It’s Wednesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
Election Officials Are Preparing for Potential Unrest at the Polls,https://www.nytimes.com/2020/10/07/us/politics/voter-intimidation-harassment-election.html?searchResultPosition=886,"The day after the presidential debate, the phones began to ring at the clerk’s office in Ada County, Idaho, with a handful of residents worried about their safety at the polls. Election officials hastily added training for poll workers on what to do if someone shows up armed."
"The Virus Surges in North Dakota, Filling Hospitals and Testing Attitudes",https://www.nytimes.com/2020/10/07/us/coronavirus-north-dakota.html?searchResultPosition=887,"When Tammy Gimbel called to check on her 86-year-old father two weeks ago, he sounded weak. He was rushed to Sanford Medical Center in North Dakota’s capital, where doctors said he had the coronavirus. But all the hospital beds in Bismarck were full, his relatives were told, and the only options were to send him to a hospital hours away in Fargo, or to release him to be monitored by his daughter, who was herself sick with the virus."
Mike Pence Brought Conservatives Home. What if They Don’t Need Him Anymore?,https://www.nytimes.com/2020/10/07/us/politics/mike-pence-debate.html?searchResultPosition=888,They always had Mike Pence.
Kamala Harris and Mike Pence Debate: What to Watch For,https://www.nytimes.com/2020/10/07/us/politics/kamala-pence.html?searchResultPosition=889,who has interacted with White House advisers who have since tested positive for the coronavirus
"Piecing together clues, medical experts suggest Trump could be entering a pivotal phase in his fight against Covid-19.",https://www.nytimes.com/2020/10/07/us/piecing-together-clues-medical-experts-suggest-trump-could-be-entering-a-pivotal-phase-in-his-fight-against-covid-19.html?searchResultPosition=890,"The White House physician, Dr. Sean P. Conley, said on Tuesday that President Trump was experiencing no symptoms of Covid-19 and doing “extremely well” on his first full day at home since a three-night stay in the hospital."
How Will Pence Fare vs. Harris? 5 Moments From 2016 Offer Clues,https://www.nytimes.com/2020/10/07/us/politics/tim-kaine-mike-pence-debate.html?searchResultPosition=891,"This is not Mike Pence’s first vice-presidential campaign debate. In 2016, he faced Senator Tim Kaine of Virginia, Hillary Clinton’s running mate. It was a vigorous and contentious 90 minutes, and it gives a hint of what Mr. Pence might be like on Wednesday night when he debates Senator Kamala Harris, the Democratic vice-presidential candidate."
"Biden says if Trump ‘still has Covid, we shouldn’t have a debate.’",https://www.nytimes.com/2020/10/07/us/politics/biden-says-if-trump-still-has-covid-we-shouldnt-have-a-debate.html?searchResultPosition=892,"Joseph R. Biden Jr. said on Tuesday night that there should not be a presidential debate next week in Miami if President Trump “still has Covid,” just hours after Mr. Trump said he intended to participate in the event."
"What Are the Rules for Tonight’s Debate? (Plexiglass Is Allowed, for One)",https://www.nytimes.com/2020/10/07/us/politics/vice-presidential-debate-rules.html?searchResultPosition=893,[Follow our live vice presidential debate updates between Harris and Pence.]
What Polling Tells Us Ahead of the Vice-Presidential Debate,https://www.nytimes.com/2020/10/07/us/politics/presidential-polls-harris-pence.html?searchResultPosition=894,[Follow our live vice presidential debate updates between Harris and Pence.]
A Dose of Vaccine Reality,https://www.nytimes.com/2020/10/07/us/politics/fda-vaccine-coronavirus-white-house.html?searchResultPosition=895,"House Democrats make a play to undo big tech “monopolies,” while a new report shows just how little Jeff Sessions hesitated over separating young children from their parents. It’s Wednesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
Election Officials Are Preparing for Potential Unrest at the Polls,https://www.nytimes.com/2020/10/07/us/politics/voter-intimidation-harassment-election.html?searchResultPosition=896,"The day after the presidential debate, the phones began to ring at the clerk’s office in Ada County, Idaho, with a handful of residents worried about their safety at the polls. Election officials hastily added training for poll workers on what to do if someone shows up armed."
"The Virus Surges in North Dakota, Filling Hospitals and Testing Attitudes",https://www.nytimes.com/2020/10/07/us/coronavirus-north-dakota.html?searchResultPosition=897,"When Tammy Gimbel called to check on her 86-year-old father two weeks ago, he sounded weak. He was rushed to Sanford Medical Center in North Dakota’s capital, where doctors said he had the coronavirus. But all the hospital beds in Bismarck were full, his relatives were told, and the only options were to send him to a hospital hours away in Fargo, or to release him to be monitored by his daughter, who was herself sick with the virus."
Mike Pence Brought Conservatives Home. What if They Don’t Need Him Anymore?,https://www.nytimes.com/2020/10/07/us/politics/mike-pence-debate.html?searchResultPosition=898,They always had Mike Pence.
Kamala Harris and Mike Pence Debate: What to Watch For,https://www.nytimes.com/2020/10/07/us/politics/kamala-pence.html?searchResultPosition=899,who has interacted with White House advisers who have since tested positive for the coronavirus
"Piecing together clues, medical experts suggest Trump could be entering a pivotal phase in his fight against Covid-19.",https://www.nytimes.com/2020/10/07/us/piecing-together-clues-medical-experts-suggest-trump-could-be-entering-a-pivotal-phase-in-his-fight-against-covid-19.html?searchResultPosition=900,"The White House physician, Dr. Sean P. Conley, said on Tuesday that President Trump was experiencing no symptoms of Covid-19 and doing “extremely well” on his first full day at home since a three-night stay in the hospital."
"For Trump, a Pattern of Denial, From the Virus to Russia to Climate Change",https://www.nytimes.com/2020/10/06/us/politics/trump-virus-denial.html?searchResultPosition=901,"Still sick and dependent on a potent cocktail of antiviral drugs and steroids, President Trump turned his highly choreographed return to the White House into another vivid example of the recurrent theme of his presidency: the denial of obvious facts when they don’t meet his political needs."
Trump Insists He Is ‘Feeling Great’ as Most of Joint Chiefs Quarantine,https://www.nytimes.com/2020/10/06/us/politics/trump-coronavirus.html?searchResultPosition=902,"President Trump continued to downplay the seriousness of his own coronavirus infection on Tuesday, seeking to project an image of vigor and normalcy even as the virus extended its rampage through official Washington, infecting another top White House aide, Stephen Miller, and reaching the highest levels of the Pentagon."
"Biden says if Trump ‘still has Covid, we shouldn’t have a debate.’",https://www.nytimes.com/2020/10/06/us/elections/biden-trump-debate.html?searchResultPosition=903,"Joseph R. Biden Jr., the Democratic presidential nominee, said on Tuesday night that there should not be a debate if President Trump “still has Covid,” just hours after Mr. Trump said he intended to participate in next week’s presidential debate in Miami."
Trump’s Return Leaves White House in Disarray as Infections Jolt West Wing,https://www.nytimes.com/2020/10/06/us/politics/white-house-coronavirus.html?searchResultPosition=904,"The White House that President Trump woke up in on Tuesday morning was in full-blown chaos, even by the standards of the havoc of the Trump era."
"Likability, Authenticity, Smiles: The Debate Tightrope for Kamala Harris",https://www.nytimes.com/2020/10/06/us/likability-ambition-kamala-harris-debate-mike-pence.html?searchResultPosition=905,Former Secretary of State Hillary Clinton in conversation with Senator Kamala Harris
Most Patients’ Covid-19 Care Looks Nothing Like Trump’s,https://www.nytimes.com/2020/10/06/us/trump-coronavirus-care-treatment.html?searchResultPosition=906,"When Chanon DiCarlo’s husband and three children fell ill with the coronavirus, she nursed them herself at their home in Chicago, shuttling between upstairs bedrooms and the basement where they were kept in careful quarantine. Sometimes she administered Tylenol for pain. On the rare day they saw a doctor, it was via Zoom."
Delayed Homeland Security Report Warns of ‘Lethal’ White Supremacy,https://www.nytimes.com/2020/10/06/us/politics/homeland-security-white-supremacists-russia.html?searchResultPosition=907,The Department of Homeland Security warned on Tuesday that violent white supremacy was the “most persistent and lethal threat in the homeland” in an annual assessment that a former intelligence chief had accused the agency of withholding in deference to President Trump.
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/10/06/us/coronavirus-today.html?searchResultPosition=908,"A growing coronavirus cluster rattled the nation’s capital today as fresh infections emptied the White House, sent top military officials into quarantine and left local health officials scrambling to trace contacts."
"Trump May Have Covid, but Many of His Supporters Still Scoff at Masks",https://www.nytimes.com/2020/10/06/us/politics/trump-voters-face-masks.html?searchResultPosition=909,"Entering Ted’s Bar and Grill on Monday, Tim Girvin briefly slid on a “Trump 2020” face mask, before whisking it off to join friends at a table for lunch."
Whistle-Blowing Scientist Quits Government With Final Broadside,https://www.nytimes.com/2020/10/06/us/politics/whistle-blower-rick-bright.html?searchResultPosition=910,"Rick Bright, a senior vaccine scientist who said he was demoted this spring for complaining about “cronyism” and political interference in science, resigned his final government post on Tuesday, saying he had been sidelined and left with nothing to do."
"For Trump, a Pattern of Denial, From the Virus to Russia to Climate Change",https://www.nytimes.com/2020/10/06/us/politics/trump-virus-denial.html?searchResultPosition=911,"Still sick and dependent on a potent cocktail of antiviral drugs and steroids, President Trump turned his highly choreographed return to the White House into another vivid example of the recurrent theme of his presidency: the denial of obvious facts when they don’t meet his political needs."
Trump Insists He Is ‘Feeling Great’ as Most of Joint Chiefs Quarantine,https://www.nytimes.com/2020/10/06/us/politics/trump-coronavirus.html?searchResultPosition=912,"President Trump continued to downplay the seriousness of his own coronavirus infection on Tuesday, seeking to project an image of vigor and normalcy even as the virus extended its rampage through official Washington, infecting another top White House aide, Stephen Miller, and reaching the highest levels of the Pentagon."
"Biden says if Trump ‘still has Covid, we shouldn’t have a debate.’",https://www.nytimes.com/2020/10/06/us/elections/biden-trump-debate.html?searchResultPosition=913,"Joseph R. Biden Jr., the Democratic presidential nominee, said on Tuesday night that there should not be a debate if President Trump “still has Covid,” just hours after Mr. Trump said he intended to participate in next week’s presidential debate in Miami."
Trump’s Return Leaves White House in Disarray as Infections Jolt West Wing,https://www.nytimes.com/2020/10/06/us/politics/white-house-coronavirus.html?searchResultPosition=914,"The White House that President Trump woke up in on Tuesday morning was in full-blown chaos, even by the standards of the havoc of the Trump era."
"Likability, Authenticity, Smiles: The Debate Tightrope for Kamala Harris",https://www.nytimes.com/2020/10/06/us/likability-ambition-kamala-harris-debate-mike-pence.html?searchResultPosition=915,Former Secretary of State Hillary Clinton in conversation with Senator Kamala Harris
Most Patients’ Covid-19 Care Looks Nothing Like Trump’s,https://www.nytimes.com/2020/10/06/us/trump-coronavirus-care-treatment.html?searchResultPosition=916,"When Chanon DiCarlo’s husband and three children fell ill with the coronavirus, she nursed them herself at their home in Chicago, shuttling between upstairs bedrooms and the basement where they were kept in careful quarantine. Sometimes she administered Tylenol for pain. On the rare day they saw a doctor, it was via Zoom."
Delayed Homeland Security Report Warns of ‘Lethal’ White Supremacy,https://www.nytimes.com/2020/10/06/us/politics/homeland-security-white-supremacists-russia.html?searchResultPosition=917,The Department of Homeland Security warned on Tuesday that violent white supremacy was the “most persistent and lethal threat in the homeland” in an annual assessment that a former intelligence chief had accused the agency of withholding in deference to President Trump.
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/10/06/us/coronavirus-today.html?searchResultPosition=918,"A growing coronavirus cluster rattled the nation’s capital today as fresh infections emptied the White House, sent top military officials into quarantine and left local health officials scrambling to trace contacts."
"Trump May Have Covid, but Many of His Supporters Still Scoff at Masks",https://www.nytimes.com/2020/10/06/us/politics/trump-voters-face-masks.html?searchResultPosition=919,"Entering Ted’s Bar and Grill on Monday, Tim Girvin briefly slid on a “Trump 2020” face mask, before whisking it off to join friends at a table for lunch."
Whistle-Blowing Scientist Quits Government With Final Broadside,https://www.nytimes.com/2020/10/06/us/politics/whistle-blower-rick-bright.html?searchResultPosition=920,"Rick Bright, a senior vaccine scientist who said he was demoted this spring for complaining about “cronyism” and political interference in science, resigned his final government post on Tuesday, saying he had been sidelined and left with nothing to do."
"From Gettysburg, Biden Calls for Healing of a ‘House Divided’",https://www.nytimes.com/2020/10/06/us/politics/joe-biden-gettysburg-covid.html?searchResultPosition=921,"Joseph R. Biden Jr. delivered an impassioned call for national unity on Tuesday from the swing state of Pennsylvania, casting the nation as a “house divided” and the election as a high-stakes contest defined by seismic issues of life-or-death consequence that, he argued, should transcend traditional partisan disagreements."
Trump’s supporters in Pennsylvania echo his misinformation on the virus.,https://www.nytimes.com/2020/10/06/us/elections/trumps-supporters-in-pennsylvania-echo-his-misinformation-on-the-virus.html?searchResultPosition=922,"Entering Ted’s Bar and Grill on Monday, Tim Girvin briefly slid on a “Trump 2020"" face mask before whisking it off to join friends for lunch."
"White House Ignores Local Mandates, Giving Virus a New Hold in D.C.",https://www.nytimes.com/2020/10/06/us/politics/coronavirus-dc-white-house-congress.html?searchResultPosition=923,"In recent months, as coronavirus cases rose around the country, the nation’s capital and most of its surrounding suburbs managed to bring infection rates down, through strict preventive laws and a largely compliant population."
"For Postal Workers, the Challenges Go Way Beyond Ballots",https://www.nytimes.com/2020/10/06/us/politics/postal-service-election-coronavirus.html?searchResultPosition=924,"Douglas Elbaum, a postal worker in Broward County, Fla., arrives at the Postal Service’s Sunrise branch at 4 a.m., when his only companions are his supervisor, the plant’s mice and palmetto bugs."
Trump’s doctor says the president ‘reports no symptoms’ after his first night back at the White House.,https://www.nytimes.com/2020/10/06/us/trumps-doctor-says-the-president-reports-no-symptoms-after-his-first-night-back-at-the-white-house.html?searchResultPosition=925,"President Trump is reporting “no symptoms” of the coronavirus and doing “extremely well,” according to the White House physician, Dr. Sean P. Conley."
Pentagon leaders are quarantining after being exposed to the virus.,https://www.nytimes.com/2020/10/06/us/pentagon-leaders-are-quarantining-after-being-exposed-to-the-virus.html?searchResultPosition=926,"Gen. Mark A. Milley, the chairman of the Joint Chiefs of Staff, and several of the Pentagon’s most senior uniformed leaders are quarantining after being exposed to the coronavirus, a Defense Department official said on Tuesday."
"As Trump tries to project strength, his message gets amplified on Fox News.",https://www.nytimes.com/2020/10/06/us/elections/as-trump-tries-to-project-strength-his-message-gets-amplified-on-fox-news.html?searchResultPosition=927,"leaving Walter Reed hospital despite being infectious and in the relatively early stages of the coronavirus, making a show of taking off his mask before re-entering the White House, and exhorting Americans, “Don’t be afraid of Covid”"
Michelle Obama expresses empathy for White House staff ‘touched by this virus’ and urges Americans to vote.,https://www.nytimes.com/2020/10/06/us/elections/michelle-obama-vote.html?searchResultPosition=928,"The former first lady Michelle Obama, one of the Democratic Party’s most respected figures, delivered what the Biden campaign called her “closing argument” for Joseph R. Biden Jr.’s candidacy on Tuesday, speaking in deeply personal terms to Americans disillusioned by politics about the need to vote."
Trump flouts health guidelines as Biden questions his ‘macho’ refusal to wear masks.,https://www.nytimes.com/2020/10/06/us/elections/trump-flouts-health-guidelines-as-biden-questions-his-macho-refusal-to-wear-masks.html?searchResultPosition=929,President Trump and Joseph R. Biden Jr. interpreted leading by example very differently on Monday.
Biden says those who don’t take virus precautions seriously are ‘responsible for what happens to them.’,https://www.nytimes.com/2020/10/06/us/elections/biden-says-those-who-dont-take-virus-precautions-seriously-are-responsible-for-what-happens-to-them.html?searchResultPosition=930,Joseph R. Biden Jr. on Monday suggested President Trump bore some responsibility for his positive coronavirus test because of the way he has flouted public health guidelines for months.
"From Gettysburg, Biden Calls for Healing of a ‘House Divided’",https://www.nytimes.com/2020/10/06/us/politics/joe-biden-gettysburg-covid.html?searchResultPosition=931,"Joseph R. Biden Jr. delivered an impassioned call for national unity on Tuesday from the swing state of Pennsylvania, casting the nation as a “house divided” and the election as a high-stakes contest defined by seismic issues of life-or-death consequence that, he argued, should transcend traditional partisan disagreements."
Trump’s supporters in Pennsylvania echo his misinformation on the virus.,https://www.nytimes.com/2020/10/06/us/elections/trumps-supporters-in-pennsylvania-echo-his-misinformation-on-the-virus.html?searchResultPosition=932,"Entering Ted’s Bar and Grill on Monday, Tim Girvin briefly slid on a “Trump 2020"" face mask before whisking it off to join friends for lunch."
"White House Ignores Local Mandates, Giving Virus a New Hold in D.C.",https://www.nytimes.com/2020/10/06/us/politics/coronavirus-dc-white-house-congress.html?searchResultPosition=933,"In recent months, as coronavirus cases rose around the country, the nation’s capital and most of its surrounding suburbs managed to bring infection rates down, through strict preventive laws and a largely compliant population."
"For Postal Workers, the Challenges Go Way Beyond Ballots",https://www.nytimes.com/2020/10/06/us/politics/postal-service-election-coronavirus.html?searchResultPosition=934,"Douglas Elbaum, a postal worker in Broward County, Fla., arrives at the Postal Service’s Sunrise branch at 4 a.m., when his only companions are his supervisor, the plant’s mice and palmetto bugs."
Trump’s doctor says the president ‘reports no symptoms’ after his first night back at the White House.,https://www.nytimes.com/2020/10/06/us/trumps-doctor-says-the-president-reports-no-symptoms-after-his-first-night-back-at-the-white-house.html?searchResultPosition=935,"President Trump is reporting “no symptoms” of the coronavirus and doing “extremely well,” according to the White House physician, Dr. Sean P. Conley."
Pentagon leaders are quarantining after being exposed to the virus.,https://www.nytimes.com/2020/10/06/us/pentagon-leaders-are-quarantining-after-being-exposed-to-the-virus.html?searchResultPosition=936,"Gen. Mark A. Milley, the chairman of the Joint Chiefs of Staff, and several of the Pentagon’s most senior uniformed leaders are quarantining after being exposed to the coronavirus, a Defense Department official said on Tuesday."
"As Trump tries to project strength, his message gets amplified on Fox News.",https://www.nytimes.com/2020/10/06/us/elections/as-trump-tries-to-project-strength-his-message-gets-amplified-on-fox-news.html?searchResultPosition=937,"leaving Walter Reed hospital despite being infectious and in the relatively early stages of the coronavirus, making a show of taking off his mask before re-entering the White House, and exhorting Americans, “Don’t be afraid of Covid”"
Michelle Obama expresses empathy for White House staff ‘touched by this virus’ and urges Americans to vote.,https://www.nytimes.com/2020/10/06/us/elections/michelle-obama-vote.html?searchResultPosition=938,"The former first lady Michelle Obama, one of the Democratic Party’s most respected figures, delivered what the Biden campaign called her “closing argument” for Joseph R. Biden Jr.’s candidacy on Tuesday, speaking in deeply personal terms to Americans disillusioned by politics about the need to vote."
Trump flouts health guidelines as Biden questions his ‘macho’ refusal to wear masks.,https://www.nytimes.com/2020/10/06/us/elections/trump-flouts-health-guidelines-as-biden-questions-his-macho-refusal-to-wear-masks.html?searchResultPosition=939,President Trump and Joseph R. Biden Jr. interpreted leading by example very differently on Monday.
Biden says those who don’t take virus precautions seriously are ‘responsible for what happens to them.’,https://www.nytimes.com/2020/10/06/us/elections/biden-says-those-who-dont-take-virus-precautions-seriously-are-responsible-for-what-happens-to-them.html?searchResultPosition=940,Joseph R. Biden Jr. on Monday suggested President Trump bore some responsibility for his positive coronavirus test because of the way he has flouted public health guidelines for months.
"In a campaign-style video, Trump says contracting Covid-19 was a risk he had to take as ‘your leader.’",https://www.nytimes.com/2020/10/06/us/elections/in-a-campaign-style-video-trump-says-contracting-covid-19-was-a-risk-he-had-to-take-as-your-leader.html?searchResultPosition=941,"President Trump on Monday night sought to reframe his battle with Covid-19 in political rather than medical terms, suggesting that his recent diagnosis was not a mortal threat to his health or an indictment about his handling of the pandemic but instead an exhibition of presidential leadership."
"‘Maybe I’m Immune, I Don’t Know’",https://www.nytimes.com/2020/10/06/us/politics/maybe-im-immune-i-dont-know.html?searchResultPosition=942,"“Maybe I’m immune,” the president says, contradicting experts. His inner circle clearly isn’t: The virus is spreading through the White House like wildfire. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
"Trump Leaves Hospital, Minimizing Virus and Urging Americans ‘Don’t Let It Dominate Your Lives’",https://www.nytimes.com/2020/10/05/us/politics/trump-leaves-hospital-coronavirus.html?searchResultPosition=943,"President Trump returned to the White House on Monday night, staging a defiant, made-for-television moment in which he ripped off his face mask and then urged the nation to put aside the risks of the deadly coronavirus that has swept through his own staff and sent him to the hospital for three days."
White House Blocks New Coronavirus Vaccine Guidelines,https://www.nytimes.com/2020/10/05/us/politics/coronavirus-vaccine-guidelines.html?searchResultPosition=944,[Read our live updates on President Trump’s coronavirus diagnosis.]
Trump’s Campaign Saw an Opportunity. He Undermined It.,https://www.nytimes.com/2020/10/05/us/politics/trump-virus-campaign.html?searchResultPosition=945,[Read our live updates on President Trump’s coronavirus diagnosis.]
"Trump Isn’t ‘Out of the Woods,’ but We’re in the Dark",https://www.nytimes.com/2020/10/05/us/politics/trump-health-coronavirus.html?searchResultPosition=946,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
Barr Plans to Return to Justice Dept. After Negative Coronavirus Test Results,https://www.nytimes.com/2020/10/05/us/politics/attorney-general-barr-coronavirus.html?searchResultPosition=947,"Attorney General William P. Barr did not plan to get a coronavirus test on Monday after receiving negative results from four tests and was likely to return to work at the Justice Department this week, his spokeswoman said."
"For the Secret Service, a New Question: Who Will Protect Them From Trump?",https://www.nytimes.com/2020/10/05/us/politics/secret-service-trump-virus.html?searchResultPosition=948,"For more than a century, Secret Service agents have lived by a straightforward ethos: They will take the president where he wants to go, even if it means putting their bodies in front of a bullet."
"In Florida, Biden Says ‘I Wasn’t Surprised’ by Trump’s Diagnosis",https://www.nytimes.com/2020/10/05/us/politics/biden-florida-covid.html?searchResultPosition=949,"As President Trump battled the coronavirus on Monday, Joseph R. Biden Jr. ventured onto the campaign trail, where he wished the president a speedy recovery but criticized his leadership, suggesting that he bore some responsibility for his positive test after flouting public health guidelines around masks and social distancing."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/10/05/us/coronavirus-today.html?searchResultPosition=950,"President Trump will leave Walter Reed National Military Medical Center this evening, where he has been receiving treatment for Covid-19 since Friday."
"In a campaign-style video, Trump says contracting Covid-19 was a risk he had to take as ‘your leader.’",https://www.nytimes.com/2020/10/06/us/elections/in-a-campaign-style-video-trump-says-contracting-covid-19-was-a-risk-he-had-to-take-as-your-leader.html?searchResultPosition=951,"President Trump on Monday night sought to reframe his battle with Covid-19 in political rather than medical terms, suggesting that his recent diagnosis was not a mortal threat to his health or an indictment about his handling of the pandemic but instead an exhibition of presidential leadership."
"‘Maybe I’m Immune, I Don’t Know’",https://www.nytimes.com/2020/10/06/us/politics/maybe-im-immune-i-dont-know.html?searchResultPosition=952,"“Maybe I’m immune,” the president says, contradicting experts. His inner circle clearly isn’t: The virus is spreading through the White House like wildfire. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
"Trump Leaves Hospital, Minimizing Virus and Urging Americans ‘Don’t Let It Dominate Your Lives’",https://www.nytimes.com/2020/10/05/us/politics/trump-leaves-hospital-coronavirus.html?searchResultPosition=953,"President Trump returned to the White House on Monday night, staging a defiant, made-for-television moment in which he ripped off his face mask and then urged the nation to put aside the risks of the deadly coronavirus that has swept through his own staff and sent him to the hospital for three days."
White House Blocks New Coronavirus Vaccine Guidelines,https://www.nytimes.com/2020/10/05/us/politics/coronavirus-vaccine-guidelines.html?searchResultPosition=954,[Read our live updates on President Trump’s coronavirus diagnosis.]
Trump’s Campaign Saw an Opportunity. He Undermined It.,https://www.nytimes.com/2020/10/05/us/politics/trump-virus-campaign.html?searchResultPosition=955,[Read our live updates on President Trump’s coronavirus diagnosis.]
"Trump Isn’t ‘Out of the Woods,’ but We’re in the Dark",https://www.nytimes.com/2020/10/05/us/politics/trump-health-coronavirus.html?searchResultPosition=956,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
Barr Plans to Return to Justice Dept. After Negative Coronavirus Test Results,https://www.nytimes.com/2020/10/05/us/politics/attorney-general-barr-coronavirus.html?searchResultPosition=957,"Attorney General William P. Barr did not plan to get a coronavirus test on Monday after receiving negative results from four tests and was likely to return to work at the Justice Department this week, his spokeswoman said."
"For the Secret Service, a New Question: Who Will Protect Them From Trump?",https://www.nytimes.com/2020/10/05/us/politics/secret-service-trump-virus.html?searchResultPosition=958,"For more than a century, Secret Service agents have lived by a straightforward ethos: They will take the president where he wants to go, even if it means putting their bodies in front of a bullet."
"In Florida, Biden Says ‘I Wasn’t Surprised’ by Trump’s Diagnosis",https://www.nytimes.com/2020/10/05/us/politics/biden-florida-covid.html?searchResultPosition=959,"As President Trump battled the coronavirus on Monday, Joseph R. Biden Jr. ventured onto the campaign trail, where he wished the president a speedy recovery but criticized his leadership, suggesting that he bore some responsibility for his positive test after flouting public health guidelines around masks and social distancing."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/10/05/us/coronavirus-today.html?searchResultPosition=960,"President Trump will leave Walter Reed National Military Medical Center this evening, where he has been receiving treatment for Covid-19 since Friday."
What It’s Like to Be a Teacher in 2020 America,https://www.nytimes.com/2020/10/05/us/teachers-covid-schools-pandemic.html?searchResultPosition=961,"A school committee in Littleton, Mass., debating how to source teachers for its classrooms in 1849"
"When the Patient Is Your Commander in Chief, the Answer Is Usually ‘Yes, Sir’",https://www.nytimes.com/2020/10/05/us/politics/trump-military-doctors.html?searchResultPosition=962,"President Trump’s excursion around Walter Reed National Military Medical Center on Sunday evening, his repeated requests to be discharged and his aggressive denial of the seriousness of the coronavirus underscore the highly unusual and precarious problem presented to his doctor: His patient is also his boss."
Trump’s ‘Don’t be afraid of Covid’ exhortation is denounced by Democrats and disease experts.,https://www.nytimes.com/2020/10/05/us/elections/trump-covid-tweet-democrats.html?searchResultPosition=963,"President Trump’s exhortation “Don’t be afraid of Covid” was denounced by Democrats and others who criticized him for taking a dismissive tone about a disease that has killed more than 200,000 Americans, sickened more than 7.4 million and upended daily life across the country."
N.Y.C. Closes Some Schools … Again,https://www.nytimes.com/2020/10/05/us/nyc-schools-close-briefing.html?searchResultPosition=964,"Mayor Bill de Blasio dialed back New York City’s school reopening this weekend, announcing a plan to close public and private schools in nine Brooklyn and Queens ZIP codes where coronavirus cases are surging."
"Biden Holds Steady Lead Over Trump in Arizona, Latest Poll Finds",https://www.nytimes.com/2020/10/05/us/elections/politics-arizona-poll.html?searchResultPosition=965,[Follow our latest coverage of the Biden vs. Trump 2020 election.]
When Are Mail-In Ballots Counted?,https://www.nytimes.com/2020/10/05/us/california-mail-in-ballot-counting.html?searchResultPosition=966,Good morning.
Health questions trail Biden’s campaign after his exposure to Trump.,https://www.nytimes.com/2020/10/05/us/elections/health-questions-trail-bidens-campaign-after-his-exposure-to-trump.html?searchResultPosition=967,"For months, Joseph R. Biden Jr. has gone to great lengths to model responsible behavior in the coronavirus era. He wears masks in public. He does not hold crowded rallies. When he gives speeches, reporters sit at a distance from one another, with white circles on the ground to mark their turf."
"After Trump said he ‘learned a lot about Covid,’ his trip outside the hospital suggested otherwise.",https://www.nytimes.com/2020/10/05/us/elections/after-trump-said-he-learned-a-lot-about-covid-his-trip-outside-the-hospital-suggested-otherwise.html?searchResultPosition=968,"The White House press secretary, Kayleigh McEnany, announced Monday that she had the coronavirus, and the news of two other aides’ diagnoses became public as well, in a raft of cases that has upended the federal government and President Trump’s campaign a month before the election. "
